8091A7,NOPRTS_8091A7,
8091A9,SetupHDMATransfer,
8091E6,.table,
8091EE,Update_IO_Registers,
8092FD,.mode7,
80933A,UpdateOAM_CGRAM,
809376,TransferSamusTilesToVRAM,
8093CB,.bottom,
809414,.return,
809416,ProcessAnimatedTilesObjectVRAMTransfers,
809422,.loop,
809453,.next,
809457,.return,
809459,ReadControllerInput,
80945C,.wait,
809488,.unheld,
80948C,.heldEnd,
809497,.debug,
8094BA,.unheld2,
8094BE,.held2End,
8094D4,.checkDebug,
8094E8,.debugEnabled,
8094F6,.debugInputEnabled,
809509,.checkSelectR,
80951F,.checkToggleHUD,
80952E,.checkAmmoSwap,
80955E,.swapAmmo,
809570,.swapEnd,
809581,.return,
809583,NMI,
809589,.bank80,
8095AC,.handleHDMAQueue,
8095BA,.next,
8095CC,.mode7Enabled,
8095D0,.mode7Disabled,
8095F7,.return,
809602,.lag,
809616,InterruptCommandPointers,
809632,ExecuteDoorTransitionVRAMUpdate,
80966E,Interrupt_Cmd0,
809676,.returnZero,
809679,.return,
809680,Interrupt_Cmd2_DisableHVCounterInterrupts,
80968B,Interrupt_Cmd4_MainGameplay_BeginHUDDrawing,
8096A9,Interrupt_Cmd6_MainGameplay_EndHUDDrawing,
8096C9,.setCommand4,
8096CC,.return,
8096D3,Interrupt_Cmd8_StartDoorTransition_BeginHUDDrawing,
8096F1,Interrupt_CmdA_StartDoorTransition_EndHUDDrawing,
809701,.BG1Sprites,
809703,.sprites,
809710,.command8,
809713,.return,
80971A,Interrupt_CmdC_Draygon_BeginHUDDrawing,
809733,Interrupt_CmdE_Draygon_EndHUDDrawing,
80974E,.commandC,
809751,.return,
809758,Interrupt_Cmd10_VerticalDoorTransition_BeginHUDDrawing,
809771,Interrupt_Cmd12_VerticalDoorTransition_EndHUDDrawing,
809781,.BG1Sprites,
809783,.sprites,
809796,.scrolling,
80979F,.return,
8097A9,Interrupt_Cmd14_VerticalDoorTransition_EndDrawing,
8097B1,.command10,
8097B4,.return,
8097C1,Interrupt_Cmd16_HorizontalDoorTransition_BeginHUDDrawing,
8097DA,Interrupt_Cmd18_HorizontalDoorTransition_EndHUDDrawing,
8097EA,.BG1Sprites,
8097EC,.sprites,
809800,.return,
80980A,Interrupt_Cmd1A_HorizontalDoorTransition_EndDrawing,
809812,.nextCommand,
80981A,.command16,
80981D,.return,
80982A,EnableHVCounterInterrupts,
809841,EnableHVCounterInterruptsNow,
80985F,DisableHVCounterInterrupts,
80986A,IRQ,
809870,.bank80,
80988B,Tilemap_HUD_topRow,
8098CB,Tilemap_HUD_rows123,
80998B,Tilemap_HUD_autoReserve,
809997,Tilemap_HUD_emptyAutoReserve,
8099A3,Tilemap_HUD_missiles,
8099A5,Tilemap_HUD_missiles_plus2,
8099A7,Tilemap_HUD_missiles_plus4,
8099A9,Tilemap_HUD_missiles_plus6,
8099AB,Tilemap_HUD_missiles_plus8,
8099AD,Tilemap_HUD_missiles_plusA,
8099AF,Tilemap_HUD_superMissiles,
8099B7,Tilemap_HUD_powerBombs,
8099BF,Tilemap_HUD_grapple,
8099C7,Tilemap_HUD_xray,
8099CF,AddMissilesToHUDTilemap,
809A0B,.return,
809A0E,AddSuperMissilesToHUDTilemap,
809A1E,AddPowerBombsToHUDTilemap,
809A2E,AddGrappleToHUDTilemap,
809A3E,AddXrayToHUDTilemap,
809A4C,Write2x2TileIconToHUDTilemap,
809A74,.return,
809A79,InitialiseHUD_GameLoading,
809AA3,.loopRows123,
809ABD,.grapple,
809AC9,.missiles,
809AD2,.superMissiles,
809ADB,.powerBombs,
809AE4,.previous,
809B0F,.maxSuperMissiles,
809B1D,.maxPowerBombs,
809B2B,.highlight,
809B44,HandleHUDTilemap_PausedAndRunning,
809B61,.drawAutoReserve,
809B8B,.handleSamusHealth,
809BCF,.loopEtanks,
809BDF,.drawEtanks,
809BEE,.drawEtanksDigits,
809BFB,.handleSamusMissiles,
809C16,.handleSuperMissiles,
809C39,.debugSuperMissiles,
809C3F,.handlePowerBombs,
809C55,.handleHighlighter,
809C96,.handleAutoCancel,
809CA4,.highlight,
809CCE,.etankIconOffsets,
809CEA,ToggleHUDItemHighlight,
809D08,.topRightMiddle,
809D1B,.bottomLeft,
809D2E,.bottomRightMiddle,
809D41,.checkY,
809D47,.topRight,
809D5A,.bottomRight,
809D6D,.return,
809D6E,.HUDItemOffsets,
809D78,DrawThreeHUDDigits,
809D98,DrawTwoHUDDigits,
809DBF,Tilemap_HUDDigits_health,
809DD3,Tilemap_HUDDigits_ammo,
809DE7,ProcessTimer,
809DFB,.pointers,
809E09,ProcessTimer_CeresStart,
809E1A,ProcessTimer_Inactive,
809E1C,ProcessTimer_MotherBrainStart,
809E2F,ProcessTimer_InitialDelay,
809E3E,.return,
809E41,ProcessTimer_RunningMovementDelayed,
809E53,.return,
809E58,ProcessTimer_RunningMovingIntoPlace,
809E6B,.XinPosition,
809E7E,.YinPosition,
809E89,ProcessTimer_RunningMovingIntoPlace_return,
809E8C,SetTimer,
809E93,ClearTimerRAM,
809EA9,DecrementTimer,
809ED7,.clearTimer,
809EE0,.checkExpired,
809EEB,.return,
809EEC,.centiseconds,
809F6C,DrawTimer,
809F95,DrawTwoTimerDigits,
809FB3,DrawTimerSpritemap,
809FD4,TimerDigitsSpritemapPointers,
809FE8,Spritemap_TimerDigits_0,
809FF4,Spritemap_TimerDigits_1,
80A000,Spritemap_TimerDigits_2,
80A00C,Spritemap_TimerDigits_3,
80A018,Spritemap_TimerDigits_4,
80A024,Spritemap_TimerDigits_5,
80A030,Spritemap_TimerDigits_6,
80A03C,Spritemap_TimerDigits_7,
80A048,Spritemap_TimerDigits_8,
80A054,Spritemap_TimerDigits_9,
80A060,Spritemap_Timer_TIME,
80A07B,StartGameplay,
80A111,.setNextInterrupt,
80A12B,HandleMusicQueueFor20Frames,
80A134,.loop,
80A149,ResumeGameplay,
80A176,DisplayViewablePartOfRoom,
80A18D,.loop,
80A1CA,.increment,
80A1E3,UNUSED_QueueClearingOfBG2Tilemap_80A1E3,
80A1E9,.loop,
80A211,QueueClearingOfFXTilemap,
80A217,.loop,
80A23F,ClearBG2Tilemap,
80A29A,.addr,
80A29C,ClearFXTilemap,
80A2F7,.addr,
80A2F9,CalculateLayer2XPosition,
80A32E,.scrollReturn,
80A337,.return,
80A33A,CalculateLayer2YPosition,
80A36F,.scrollReturn,
80A378,.return,
80A37B,CalculateBGScrolls,
80A3A0,CalculateBGScrolls_UpdateBGGraphics_WhenScrolling,
80A3AB,Calc_Layer2Position_BGScrolls_UpdateBGGraphics_WhenScrolling,
80A3B1,.continue,
80A3D4,.layer2Y,
80A3DF,UpdateBGGraphics_WhenScrolling,
80A3F7,.updateLayer1,
80A416,.layer1HorizontalEnd,
80A42F,.updateLayer2,
80A44E,.layer2HorizontalEnd,
80A461,+,
80A480,.layer1VerticalEnd,
80A499,.finish,
80A4B8,.return,
80A4BB,Calculate_BGScroll_LayerPositionBlocks,
80A4DC,+,
80A4EE,+,
80A512,+,
80A524,+,
80A528,HandleScrollZones_HorizontalAutoscrolling,
80A537,+,
80A548,+,
80A555,+,
80A5CF,.returnLayer1X,
80A5D4,.reachedRightScrollBoundary,
80A5D9,.unboundedFromLeft,
80A633,.return0939,
80A638,.reachedLeftScrollBoundary,
80A63B,+,
80A63E,.return,
80A641,HandleScrollZones_ScrollingRight,
80A662,+,
80A671,+,
80A6B5,+,
80A6B8,.return,
80A6BB,HandleScrollZones_ScrollingLeft,
80A6D9,+,
80A6E3,+,
80A72B,+,
80A72E,.return,
80A731,HandleScrollZones_VerticalAutoscrolling,
80A740,+,
80A77A,+,
80A788,+,
80A799,+,
80A813,+,
80A818,.reachedBottomScrollBoundary,
80A81D,.unboundedFromAbove,
80A885,.returnProposedLayer1X,
80A88A,.reachedTopScrollBoundary,
80A88D,.returnLayer1Y,
80A890,.return,
80A893,HandleScrollZones_ScrollingDown,
80A8D7,+,
80A8EB,+,
80A91E,.setLayer1Y,
80A930,+,
80A933,.return,
80A936,HandleScrollZones_ScrollingUp,
80A954,+,
80A95E,+,
80A9A6,+,
80A9A9,.return,
80A9AC,Debug_Layer1Position_Saving_Loading,
80A9B6,+,
80A9C9,+,
80A9D6,UpdateBackgroundDataColumn,
80A9DB,UpdateLevelDataColumn,
80A9DE,UpdateLevelBackgroundDataColumn,
80A9E4,+,
80AA09,+,
80AA52,+,
80AA59,+,
80AA81,+,
80AAA4,.loop,
80AAD7,+,
80AB02,+,
80AB2D,+,
80AB51,.next,
80AB69,.return,
80AB70,UpdateBackgroundDataRow,
80AB75,UpdateLevelDataRow,
80AB78,UpdateBackgroundLevelDataRow,
80AB7E,+,
80ABA3,+,
80AC04,+,
80AC0B,+,
80AC1C,+,
80AC34,+,
80AC57,.loop,
80AC8A,+,
80ACB5,+,
80ACE0,+,
80AD04,.next,
80AD16,.return,
80AD1D,DrawTopRowOfScreenForUpwardsDoorTransition,
80AD30,DoorTransitionScrollingSetup,
80AD4A,DoorTransitionScrollingSetup_Right,
80AD74,DoorTransitionScrollingSetup_Left,
80AD9E,DoorTransitionScrollingSetup_Down,
80ADC8,DoorTransitionScrollingSetup_Up,
80AE08,Door_Transition_Scrolling_Setup_Pointers,
80AE10,UpdatePreviousLayerBlocks,
80AE29,UpdateBGScrollOffsets,
80AE4E,DoorTransitionScrolling,
80AE73,.return,
80AE76,.pointers,
80AE7E,DoorTransitionScrolling_Right,
80AEC0,+,
80AEC2,DoorTransitionScrolling_Left,
80AF00,+,
80AF02,DoorTransitionScrolling_Down,
80AF44,+,
80AF77,.finish,
80AF87,+,
80AF89,DoorTransitionScrolling_Up,
80AFCB,+,
80B020,+,
80B024,.done,
80B030,+,
80B032,UNUSED_SetupRotatingMode7Background_80B032,
80B03F,+,
80B076,.loopClearLowBytes,
80B080,.loop,
80B087,.innerLoop,
80B0C2,UNUSED_ConfigureMode7RotationMatrix_80B0C2,
80B0FD,.return,
80B0FF,Decompression_HardcodedDestination,
80B119,Decompression_VariableDestination,
80B128,.loopMain,
80B134,+,
80B140,+,
80B15F,+,
80B164,.pushCommandBits,
80B16C,+,
80B176,+,
80B182,.loopDirectCopy,
80B18E,+,
80B199,.byteFill,
80B1A5,+,
80B1A8,.loopByteFill,
80B1B1,.wordFill,
80B1BD,+,
80B1CE,+,
80B1D3,.loopWordFill,
80B1E3,.goto_loopMain,
80B1E6,.incrementingFill,
80B1F2,+,
80B1F5,.loopIncrementingFill,
80B1FF,.dictionaryVariant,
80B213,+,
80B224,+,
80B229,.dictionaryCopy,
80B22B,.loopDictionaryCopy,
80B23B,+,
80B245,.slidingDictionary,
80B255,+,
80B266,SourceBankOverflowCorrection,
80B271,DecompressionToVRAM,
80B27F,.loopMain,
80B28B,+,
80B297,+,
80B2B6,+,
80B2BB,.pushCommandBits,
80B2C3,+,
80B2CD,+,
80B2DC,.loopDirectCopy,
80B2E8,+,
80B2F7,.VRAMDataWriteLow,
80B2FB,.VRAMDataWriteHigh,
80B302,.byteFill,
80B30E,+,
80B311,.loopByteFill,
80B31D,..writeHigh,
80B321,..writeLow,
80B328,.wordFill,
80B334,+,
80B345,+,
80B34A,.loopWordFill,
80B358,..writeHigh,
80B35C,..writeLow,
80B36E,..writeHigh2,
80B372,.writeLow2,
80B376,.goto_loopMain,
80B379,.incrementingFill,
80B385,+,
80B388,.loopIncrementingFill,
80B394,..writeHigh,
80B398,..writeLow,
80B3A0,.dictionaryVariant,
80B3B4,+,
80B3C5,+,
80B3D3,.loopDictionaryCopy,
80B3E8,+,
80B3F2,+,
80B40A,..writeHigh,
80B40E,..writeLow,
80B416,.slidingDictionary,
80B426,+,
80B437,Tilemap_FailedRegionCheck,
80BC37,Tilemap_FailedSRAMMappingCheck,
80C437,LoadFromLoadStation,
80C4B5,LoadStationListPointers,
80C4C5,LoadStations_Crateria,
80C5CF,LoadStations_Brinstar,
80C6D9,LoadStations_Norfair,
80C81B,LoadStations_WreckedShip,
80C917,LoadStations_Maridia,
80CA2F,LoadStations_Tourian,
80CB2B,LoadStations_Ceres,
80CC19,LoadStations_Debug,
80CD07,SetDebugElevatorAsUsed,
80CD46,.elevatorBits,
80CD52,..crateria,
80CD66,..brinstar,
80CD76,..norfair,
80CD82,..maridia,
80CD86,..tourian,
80CD8A,..wreckedShip,
80CD8E,Freespace_Bank80_CD8E,
80FFC0,ROM_HEADER,
80FFD5,.ROMSpeed_MapMode,
80FFD6,.chipset,
80FFD7,.ROMSize,
80FFD8,.SRAMSize,
80FFD9,.country,
80FFDA,.developer,
80FFDB,.version,
80FFDC,.complement,
80FFDE,.checksum,
80FFE4,Native_COP,
80FFE6,Native_BRK,
80FFE8,Native_ABORT,
80FFEA,Native_NMI,
80FFEC,Native_RESET,
80FFEE,Native_IRQ,
80FFF4,Emulation_COP,
80FFF6,Emulation_BRK,
80FFF8,Emulation_ABORT,
80FFFA,Emulation_NMI,
80FFFC,Emulation_RESET,
80FFFE,Emulation_IRQBRK,
818000,SaveToSRAM,
818016,.loopSamus,
81802B,.loopMap,
818053,.loopToSRAM,
818085,LoadFromSRAM,
8180A0,.loop,
8180CA,.doubleCheck,
8180DB,.success,
8180DE,.loopSuccess,
8180FC,.corrupt,
81810B,.loopCorrupt,
81812B,SaveSlotOffsets,
818131,SRAMMapData_size,
818138,SRAMMapData_offset,
818146,SRAMMapData_crateria,
818196,SRAMMapData_brinstar,
8181E6,SRAMMapData_norfair,
818236,SRAMMapData_wreckedShip,
818256,SRAMMapData_maridia,
8182A6,SRAMMapData_tourian,
8182C6,SRAMMapData_ceres,
8182D6,MapRoomPointers,
8182E4,LoadMap,
8182F0,.loopTilesExplored,
8182FA,.loopArea,
818325,.loopRoom,
81834B,SaveMap,
818353,.loopAreas,
818379,.loopRooms,
81839F,MapOfOAMIndex_highXPosBit,
8183A1,MapOfOAMIndex_sizeBit,
81859F,MapOfOAMIndexToHighOAM_address,
8185A1,MapOfOAMIndexToHighOAM_bitmask,
81879F,AddSpritemapToOAM,
8187A7,.gotoReturn,
8187AA,+,
8187B8,.loop,
8187DB,+,
8187EB,.xHighClear,
8187FE,.merge,
818810,+,
81881A,.lessThanE0h,
81881E,.setOAMPos180h,
818823,.onScreen,
818849,+,
81884E,.return,
818853,AddSpritemapToOAM_Offscreen,
81885B,.goto_return,
81885E,+,
81886C,.loop,
81888F,+,
81889F,.xHighClear,
8188B2,.merge,
8188C4,+,
8188CE,.lessThanE0h,
8188D2,.setOAMPos180h,
8188D7,.onScreen,
8188FD,+,
818902,.return,
818907,OAMEntry_XPosition_180h,
81891F,AddSpritemapFrom_82C569_TableToOAM,
81893B,.loop,
81895E,.preMerge,
81896F,.xHighClear,
818982,.merge,
8189AC,.return,
8189AE,AddSamusSpritemapToOAM,
8189CA,.loop,
8189ED,.preMerge,
8189FE,.xHighClear,
818A11,.merge,
818A35,.return,
818A37,AddSpritemapFrom_93A1A1_TableToOAM,
818A4B,AddProjectileSpritemapToOAM,
818A5B,+,
818A5F,AddSpritemapToOAM_Common,
818A63,.loop,
818A7E,+,
818A91,+,
818AB7,RTL_818AB7,
818AB8,AddSpritemapToOAM_WithBaseTileNumber_8AB8,
818AC6,.loop,
818AE1,+,
818AF4,+,
818B1F,.return,
818B21,RTL_818B21,
818B22,AddSpritemapToOAM_WithBaseTileNumber_8B22,
818B30,.loop,
818B4B,+,
818B5E,+,
818B6B,+,
818B6F,.yPosF0h,
818B71,.onScreen,
818B94,.return,
818B96,AddSpritemapToOAM_WithBaseTileNumber_Offscreen_8B96,
818BA4,.loop,
818BBF,+,
818BD2,+,
818BDF,+,
818BE3,.yPosF0h,
818BE5,.onScreen,
818C08,.return,
818C0A,AddSpritemapToOAM_WithBaseTileNumber_8C0A,
818C10,+,
818C18,.loop,
818C34,+,
818C42,+,
818C46,.yPosF0h,
818C48,.onScreen,
818C60,+,
818C7F,AddSpritemapToOAM_WithBaseTileNumber_Offscreen_8C7F,
818C85,+,
818C8D,.loop,
818CA9,+,
818CB7,+,
818CBB,.yPosF0h,
818CBD,.onScreen,
818CD5,+,
818CF4,Debug_GameOverMenu,
818D03,.pointers,
818D0F,Debug_GameOverMenu_Index0_FadeOut_ConfigureGraphicsForMenu,
818D1D,+,
818D33,.loopPalettes,
818D45,.loopIORegisterMirrors,
818D6D,Debug_GameOverMenu_Index1_Initialise,
818DA4,UNUSED_818DA4,
818DA6,Debug_GameOverMenu_Index24_FadeIn,
818DB9,.return,
818DBA,MapVRAMForMenu,
818DDB,LoadInitialMenuTiles,
818E60,LoadMenuPalettes,
818E65,.loop,
818E7F,LoadDebugGameOverMenuTilemap,
818E85,.loopClear,
818EB8,.loop,
818EDD,.return,
818EE1,Debug_GameOverMenu_VRAMTransferDefinitions,
818F03,Tilemap_DebugGameOverMenu_gameQuit,
818F43,Tilemap_DebugGameOverMenu_wouldYouPlay,
818F83,Tilemap_DebugGameOverMenu_end,
818FC3,Tilemap_DebugGameOverMenu_continue,
819003,DebugGameOverMenu_Index3_Main,
81902B,+,
81902F,.toggleSelection,
819038,.noChange,
819043,+,
81905B,RestorePalettesAndIORegistersFromDebugGameOverMenu,
81905E,.loopPalettes,
819070,.loopIORegisters,
81907E,DebugGameOverMenu_Index5_Continue,
8190AE,GameOverMenu,
8190BD,.pointers,
8190CD,GameOverMenu_Index3_FadeIn,
8190E6,.return,
8190E7,GameOverMenu_Index5_FadeOutIntoGameMapView,
8190FD,.return,
8190FE,GameOverMenu_Index7_FadeOutIntoGameMapView,
819112,.softReset,
819116,GameOverMenu_Index6_LoadGameMapView,
81912B,GameOverMenu_Index4_Main,
81915D,+,
819171,+,
81917C,.toggleSelection,
81918C,.noChange,
81919D,+,
8191A4,GameOverMenu_Index1_Initialise,
8191D6,.loop,
81927D,HDMAObjInstList_ColorMathSubscnBackdrop_GameOverMenuGradient,
81928D,HDMAObjInstList_ColorMathCtrlRegB_GameOverMenuGradient,
81929D,HDMATable_ColorMathCtrlRegB_GameOverMenuGradient,
8192A7,HDMATable_ColorMathSubscnBackdrop_GameOverMenuGradient,
8192DB,RTL_8192DB,
8192DC,Tilemap_GameOver_gameOver,
819304,Tilemap_GameOver_findTheMetroidLarva,
819334,Tilemap_GameOver_tryAgain,
81934C,Tilemap_GameOver_yesReturnToGame,
8193A0,Tilemap_GameOver_noGoToTitle,
8193E8,GameOverMenu_Index2_PlayMusicTrack,
8193FA,.return,
8193FB,FileSelectMenu,
81940A,.pointers,
81944E,FileSelectMenu_Index0_TitleSequenceToMain_FadeOutConfigGfx,
81945C,+,
819486,LoadFileSelectPalettes,
819489,.loop,
8194A3,FileSelectMenu_Index20_MainToOptionsMenu_FadeOut,
8194CA,.loop,
8194D4,.return,
8194D5,FileSelectMenu_Index21_MainToTitleSequence,
8194ED,.return,
8194EE,FileSelectMenu_Index5_13_FadeOutFromMain,
8194F4,FileSelectMenu_IndexF_1B_FadeOutToMain,
81951D,.return,
81951E,FileSelectMenu_Index11_10_FadeInToMain,
819532,FileSelectMenu_Index7_15_FadeInFromMain,
819560,.return,
819561,FileSelectMenu_Index6_MainToFileCopy_Initialise,
819566,Initialise_FileSelectMenu_FileCopy,
819591,UNUSED_REP30_819591,
819593,SetInitial_FileCopyClear_MenuSelection,
819599,.loop,
8195A2,.return,
8195A6,ClearMenuTilemap,
8195AC,.loop,
8195B5,LoadMenuExitTilemap,
8195BE,Draw_FileCopyClear_SaveFileInfo,
8195D5,+,
8195EF,+,
819609,+,
81960F,Draw_FileCopyClear_SaveSlotAInfo,
81963F,Draw_FileCopyClear_SaveSlotBInfo,
81966F,Draw_FileCopyClear_SaveSlotCInfo,
81969F,QueueTransfer_MenuTilemap_ToVRAMBG1,
8196C2,FileSelectMenu_Index8_FileCopy_SelectSource,
8196EA,.loopDown,
8196F8,+,
819708,.B,
81971A,.up,
819722,.loopUp,
819738,.select,
819750,+,
81975B,.bitmasks,
81975E,Set_FileCopyMenu_SelectionMissile_Position,
819772,.position,
81977A,FileSelectMenu_Index9_FileCopy_InitialiseSelectDestination,
819789,.loop,
819794,+,
819799,Draw_FileCopy_SelectDestination_SaveFileInfo,
8197D3,+,
8197EE,+,
819809,+,
819813,FileSelectMenu_IndexA_FileCopy_SelectDestination,
81983D,.loopDown,
81984A,.setMenuSelection,
81984D,.setMissilePosition,
81985F,.B,
819879,.select,
819890,+,
81989B,.up,
8198A5,.loopUp,
8198AF,.positions,
8198B7,FileSelectMenu_IndexB_FileCopy_InitialiseConfirmation,
8198ED,Draw_FileCopyClear_Confirmation,
81990B,.loop,
819922,Draw_FileCopyClear_Confirmation_SaveFileInfo,
819938,+,
819957,+,
81997A,+,
819984,FileSelectMenu_IndexC_FileCopy_Confirmation,
8199BD,.B,
8199D5,.yes,
8199D9,.toggle,
8199E9,.setMissilePosition,
8199F4,+,
8199FE,HandleFileCopyArrowPalette,
819A17,.loop,
819A2B,.return,
819A2C,FileSelectMenu_Index0_FileCopy_DoFileCopy,
819A5B,.loop,
819AA1,.loopRows,
819AD4,.loopColumns,
819AF4,.list,
819AFA,FileSelectMenu_IndexE_FileCopy_CopyCompleted,
819B21,.zero,
819B24,.validSaveSlot,
819B27,.return,
819B28,FileSelectMenu_Index12_FileCopyToMain_MenuIndex_Main,
819B33,FileSelectMenu_Index14_MainToFileClear_Initialise,
819B3C,Initialise_FileSelectMenu_FileClear,
819B64,FileSelectMenu_Index16_FileClear_SelectSlot,
819B8C,.loopDown,
819B9A,+,
819BA5,.exit,
819BB9,.up,
819BC1,.loopUp,
819BD4,.select,
819BEC,.data,
819BEF,Set_FileClearMenuSelection_MissilePosition,
819C03,.positions,
819C0B,FileSelectMenu_Index17_FileClear_InitialiseConfirmation,
819C36,FileSelectMenu_Index18_FileClear_Confirmation,
819C5B,.B,
819C75,.yes,
819C79,.toggle,
819C89,.setMissilePosition,
819C94,+,
819C9E,FileSelectMenu_Index19_FileClear_DoFileClear,
819CBA,.loopClear,
819CF8,.loopRows,
819D20,.data,
819D26,FileSelectMenu_Index1A_FileClear_ClearCompleted,
819D41,.selectSlotA,
